Name	"node.degree"	"node.betw"	"node.stress"	"node.evcent"	"Clustering.Coefficient"	No. module	Zi	Pi
OTU_2500	1	0	0	0.000281209759368322	0	9	-0.784213926242346	0
OTU_1118	6	1017.72228945451	4060	0.117294261037888	0.0666666666666667	4	-0.0292477690287062	0.666666666666667
OTU_859	1	0	0	3.73297871050793e-05	0	2	-0.310298710515206	0
OTU_631	1	0	0	0.0214962154415111	0	4	-0.555707611545417	0
OTU_7	1	0	0	0.00557598041972009	0	2	-0.310298710515206	0
OTU_913	1	0	0	0.00121315595637899	0	6	-0.554700196225229	0
OTU_6	1	0	0	0.0241495006332756	0	7	-0.472181262989896	0
OTU_4751	2	202.213382173382	566	0.0603739535485045	0	2	-0.310298710515206	0.5
OTU_1243	1	0	0	0.0414846737995581	0	4	-0.555707611545417	0
OTU_736	2	97.8912698412698	330	0.0105577277455213	0	3	0	0
OTU_11055	1	0	0	0.0177392821274227	0	4	-0.555707611545417	0
OTU_128	4	362.244924519924	1034	0.122558545942213	0.166666666666667	4	0.233982152229649	0
OTU_688	1	0	0	0.0115422530419397	0	2	-0.310298710515206	0
OTU_2561	6	708.228185703186	2026	0.0458321586071977	0	3	1.61721508012528	0.5
OTU_523	2	189.14509130043	921	0.00125367097801483	0	0	-0.0997509336107633	0
OTU_1305	4	566.739756846874	2297	0.0275920594535118	0	0	-0.0997509336107633	0.625
OTU_1652	1	0	0	0.00557598041972009	0	2	-0.310298710515206	0
OTU_2119	1	0	0	0.0110658160715856	0	1	-0.476191971761231	0
OTU_1590	3	278.083333333333	544	0.0110449823554553	0	3	0.80860754006264	0
OTU_143	1	0	0	0.0115422530419397	0	2	-0.310298710515206	0
OTU_1330	8	707.543890166144	3100	0.148514741959777	0.0357142857142857	4	1.02367191600472	0.21875
OTU_972	2	56.1630201068282	318	0.00335743384947308	0	9	-0.784213926242346	0.5
OTU_986	1	0	0	0.00354856977646738	0	1	-0.476191971761231	0
OTU_3123	3	386.290476190476	806	0.0691871898223528	0	3	0	0.444444444444444
OTU_1365	2	256.840955913127	993	0.044789006664688	0	9	-0.784213926242346	0.5
OTU_1560	4	1429.76020230142	6282	0.118037828446878	0.166666666666667	4	-0.292477690287062	0.625
OTU_270	1	0	0	0.0547979731287844	0	4	-0.555707611545417	0
OTU_2696	12	1481.56468860272	4173	0.28661257333969	0.151515151515152	4	1.55013175852143	0.416666666666667
OTU_1622	1	0	0	0.00696064518203342	0	5	-0.62790932688015	0
OTU_1778	1	0	0	7.38235046176459e-126	0	11	0	0
OTU_2465	2	106.245297236154	286	0.0461852718902927	0	3	-0.80860754006264	0.5
OTU_2239	3	705.155494670164	1592	0.00556572205756565	0	0	-0.0997509336107633	0.444444444444444
OTU_1325	1	0	0	0.000855860581070843	0	9	-0.784213926242346	0
OTU_612	1	0	0	0.0139506680001402	0	5	-0.62790932688015	0
OTU_605	15	2204.82206779288	6518	0.106342027704443	0	8	3.3166247903554	0.435555555555556
OTU_342	1	0	0	0.000157738940030456	0	0	-0.581880446062786	0
OTU_65	1	0	0	7.38235046176459e-126	0	11	0	0
OTU_678	8	944.502505687002	3863	0.271964042429008	0.357142857142857	4	1.02367191600472	0.21875
OTU_1080	1	0	0	0.00581957830935818	0	4	-0.555707611545417	0
OTU_168	14	4260.95516196597	12957	0.0647996247117067	0.010989010989011	0	3.27515565355339	0.561224489795918
OTU_2001	3	313.179966962862	887	0.0105582544545738	0	0	0.382378578841259	0
OTU_823	3	805.298411458252	2762	0.0174694863161506	0	5	0.406294270334215	0
OTU_807	2	42.4391384759032	128	0.00103679722207641	0	0	-0.0997509336107633	0
OTU_1174	1	0	0	0.00937918132041371	0	0	-0.581880446062786	0
OTU_2549	2	327.326255654111	1553	0.0703339003474454	0	0	-0.581880446062786	0.5
OTU_1062	3	613.046462601726	2029	0.00482244665056847	0	1	0.0501254707117086	0.444444444444444
OTU_8180	1	0	0	0.00234813378191934	0	5	-0.62790932688015	0
OTU_2267	6	1939.85932598629	9287	0.0305100313175239	0	9	0.701665091901047	0.5
OTU_459	1	0	0	0.000157738940030456	0	0	-0.581880446062786	0
OTU_2042	2	232.560136481166	669	0.00452776891881585	0	6	-0.554700196225229	0.5
OTU_2731	2	233	832	0.000712943345204909	0	1	0.0501254707117086	0
OTU_2028	1	0	0	0.00152821537780513	0	0	-0.581880446062786	0
OTU_1393	1	0	0	0.013158556185081	0	6	-0.554700196225229	0
OTU_2830	4	800.9682012106	3337	0.0175882298889568	0	6	0.554700196225229	0.375
OTU_4334	1	0	0	0.00759027072745652	0	5	-0.62790932688015	0
OTU_965	2	132.17402568192	412	0.00351881831601039	0	5	-0.110807528272968	0
OTU_560	2	222.407142857143	557	0.014614385848053	0	1	0.0501254707117086	0
OTU_4169	3	527.69243598928	2399	0.0184256853993611	0	5	-0.110807528272968	0.444444444444444
OTU_1030	1	0	0	0.000103192340010045	0	1	-0.476191971761231	0
OTU_977	2	218.859376734377	579	0.00862452004297599	0	3	0	0
OTU_2225	2	272.082376395534	624	0.0177402161292122	0	5	-0.62790932688015	0.5
OTU_3227	1	0	0	0.00937918132041371	0	0	-0.581880446062786	0
OTU_8461	8	1159.70228985169	5501	0.00838154717286677	0	6	1.10940039245046	0.65625
OTU_1603	1	0	0	0.000552448725310606	0	9	-0.784213926242346	0
OTU_12903	6	964.768807388916	3732	0.0524402586682957	0.133333333333333	5	0.923396068941397	0.5
OTU_109	1	0	0	0.0241495006332756	0	7	-0.472181262989896	0
OTU_1641	1	0	0	0.0177135320721241	0	7	-0.472181262989896	0
OTU_2428	1	0	0	0.00214427789309409	0	9	-0.784213926242346	0
OTU_2107	3	440.899228549229	817	0.00719956301470988	0	3	0	0.444444444444444
OTU_3271	1	0	0	0.00217963513689651	0	6	-0.554700196225229	0
OTU_3773	5	933.860824668891	3627	0.00757166135688772	0	0	1.3466376037453	0
OTU_2628	3	341.915166504746	1615	0.0193992787583642	0	9	-0.288920920194549	0.444444444444444
OTU_2003	1	0	0	0.00937918132041371	0	0	-0.581880446062786	0
OTU_9337	3	170.71625273047	997	0.0550215888904807	0.333333333333333	7	-0.14528654245843	0.444444444444444
OTU_4578	3	272.825177741505	1109	0.00658758088077657	0	5	-0.110807528272968	0.444444444444444
OTU_1229	1	0	0	0.00663380579327987	0	3	-0.80860754006264	0
OTU_1976	2	88.0593637470982	352	0.00266962174096239	0	2	-0.310298710515206	0.5
OTU_2675	2	215.52380952381	442	0.00552258695428265	0	3	0	0
OTU_1415	2	185.076552614053	539	0.00416189494181089	0	2	-0.310298710515206	0.5
OTU_455	3	185.1983866801	854	0.106010157891132	0.333333333333333	4	-0.292477690287062	0.444444444444444
OTU_282	4	1014.20922137381	3427	0.0128604542580062	0	9	0.206372085853249	0.375
OTU_476	1	0	0	0.0414846737995581	0	4	-0.555707611545417	0
OTU_2410	1	0	0	0.00309299376093167	0	0	-0.581880446062786	0
OTU_3243	1	0	0	0.00696064518203342	0	5	-0.62790932688015	0
OTU_1188	1	0	0	0.0153920823472929	0	8	-0.301511344577764	0
OTU_1914	1	0	0	0.00159866500204123	0	3	-0.80860754006264	0
OTU_848	2	233	472	0.000257906965625984	0	2	-0.0172388172508447	0
OTU_792	2	529.385711886863	1514	0.0096103887481022	0	0	-0.0997509336107633	0
OTU_89	1	0	0	0.00117068453409105	0	5	-0.62790932688015	0
OTU_4280	26	5654.70051377576	13424	0.0797440245397006	0.00307692307692308	2	4.9647793682433	0.443786982248521
OTU_194	10	778.12941611179	4446	0.278952766410444	0.222222222222222	4	1.28690183726307	0.34
OTU_699	12	1488.58915733217	4350	0.0385237715609749	0	2	2.62030022212841	0.152777777777778
OTU_2464	19	3069.16939810102	9713	0.378592541625534	0.0818713450292398	4	3.12951128607156	0.3601108033241
OTU_2302	9	1489.34350713786	5644	0.0010897991802582	0	0	3.27515565355339	0
OTU_1854	1	0	0	0.00104207404334527	0	3	-0.80860754006264	0
OTU_3245	6	928.976838057937	3515	0.0480902522408617	0	5	0.923396068941397	0.5
OTU_14371	8	1093.24344774592	4093	0.00808811727410855	0	5	2.47470146476295	0.21875
OTU_3134	7	1033.73240457981	5798	0.0115227829181733	0	9	1.19695809794884	0.448979591836735
OTU_3531	15	2327.42592696284	6889	0.12238064190355	0.0571428571428571	7	1.81608178073037	0.666666666666667
OTU_2974	10	1197.16828252885	5730	0.0148145555548734	0	9	3.67342312818783	0
OTU_4321	22	4012.83721560016	12789	0.166845967092414	0.025974025974026	7	3.4505553833877	0.619834710743802
OTU_8547	5	514.875816846265	2559	0.00591303681610935	0	9	0.701665091901047	0.32
OTU_2330	14	2906.56685822436	10015	0.09638347100122	0.021978021978022	5	1.95759966615576	0.755102040816327
OTU_5103	5	710.926046265562	1809	0.0181841123942773	0	1	1.62907779813053	0
OTU_741	4	328.565418527551	1299	0.00716369603417986	0	9	0.206372085853249	0.375
OTU_1853	13	2178.8353695251	6481	0.0764523793705254	0.0384615384615385	1	3.20803012554935	0.568047337278107
OTU_14786	8	1054.1407468578	4497	0.0228292344781513	0	9	1.19695809794884	0.53125
OTU_904	4	444.25362580472	1557	0.00646059067819116	0	5	0.923396068941397	0
OTU_1798	7	1291.90102324576	3546	0.0245166376413324	0	1	2.15539524060347	0.244897959183674
OTU192	3	1053.25395754867	2720	0.0719162065904442	0	2	-0.0172388172508447	0.444444444444444
OTU23	1	0	0	0.0153920823472929	0	8	-0.301511344577764	0
OTU2	2	86.1562639573452	545	0.0456457160747867	0	7	-0.472181262989896	0.5
OTU4	1	0	0	0.00557598041972009	0	2	-0.310298710515206	0
OTU2771	2	26.8393273498343	227	0.0824509344685427	0	4	-0.292477690287062	0
OTU86	1	0	0	0.00234813378191934	0	5	-0.62790932688015	0
OTU3963	2	131.782529519	1283	0.0535345396433793	0	6	-0.554700196225229	0.5
OTU14	2	69.7913490439729	442	0.0763468013743245	0	8	-0.301511344577764	0.5
OTU84	1	0	0	0.0609547190270317	0	4	-0.555707611545417	0
OTU41	1	0	0	0.0547979731287844	0	4	-0.555707611545417	0
OTU79	1	0	0	0.0115422530419397	0	2	-0.310298710515206	0
OTU5	2	297.568384393384	844	0.0292557851140638	0	2	-0.310298710515206	0.5
OTU43	2	70.5051587301587	202	0.0178745899523816	0	3	-0.80860754006264	0.5
OTU632	16	3693.26339779524	17330	0.0909108666764058	0	6	3.32820117735137	0.703125
OTU179	7	1470.15764985955	4301	0.0649302209873777	0.142857142857143	7	0.508502898604503	0.612244897959184
OTU15	2	310.969613719614	704	0.0438328075814774	0	5	-0.62790932688015	0.5
OTU995	1	0	0	0.0609547190270317	0	4	-0.555707611545417	0
OTU569	2	62.8955428295751	334	0.0271092241852212	0	5	-0.62790932688015	0.5
OTU9197	1	0	0	0.00663380579327987	0	3	-0.80860754006264	0
OTU12309	1	0	0	0.00234813378191934	0	5	-0.62790932688015	0
OTU8	4	824.65917101483	2072	0.0150588344587008	0	6	0.554700196225229	0.375
OTU21	2	33.1918873945112	264	0.0557680658055911	0	8	-0.301511344577764	0.5
OTU7737	2	69.7913490439729	442	0.0763468013743245	0	8	-0.301511344577764	0.5
OTU199	3	203.195057720058	743	0.00661785771567084	0	0	0.382378578841259	0
OTU32	1	0	0	0.0241495006332756	0	7	-0.472181262989896	0
OTU246	1	0	0	0.00937918132041371	0	0	-0.581880446062786	0
OTU292	2	65.4008436903598	264	0.014989738023827	0	3	-0.80860754006264	0.5
OTU152	6	1173.42436468903	2536	0.0324758613636748	0	3	1.61721508012528	0.5
